央视频道,#genre#
恐怖电影,http://zzy789.xyz/douyu1.php?id=310926
香港赌片,http://zzy789.xyz/douyu1.php?id=315457
虎牙电影,http://txtest-xp2p.p2p.huya.com/src/1524439855-1524439855-6547419321943982080-3049003166-10057-A-0-1-imgplus.xs
欧美科幻,http://zzy789.xyz/douyu1.php?id=9651304
经典喜剧,http://zzy789.xyz/douyu1.php?id=9650887
国产大片,http://zzy789.xyz/douyu1.php?id=8986148
邵氏电影,http://zzy789.xyz/douyu1.php?id=4246519#http://106.53.212.251/dl/tv.php?id=213
懷舊老片,http://117.148.179.146/PLTV/88888888/224/3221231513/index.m3u8
午夜失眠劇場,http://117.148.179.141/PLTV/88888888/224/3221231516/index.m3u8
雲上電影院,http://117.148.179.176/PLTV/88888888/224/3221231565/index.m3u8
TVB劇場,http://117.148.179.157/PLTV/88888888/224/3221231733/index.m3u8
盜墓,http://117.148.179.164/PLTV/88888888/224/3221231652/index.m3u8
試膽大會,http://117.148.179.166/PLTV/88888888/224/3221231672/index.m3u8
高能燒腦時刻,http://117.148.179.169/PLTV/88888888/224/3221231504/index.m3u8
法证先锋,http://zzy789.xyz/douyu1.php?id=9019945#http://zzy789.xyz/douyu1.php?id=434971
新三国,http://zzy789.xyz/douyu1.php?id=276200
恐怖电影,http://zzy789.xyz/douyu1.php?id=1165374
武侠剧场,http://zzy789.xyz/douyu1.php?id=7655471
水浒传,http://zzy789.xyz/douyu1.php?id=3758762
相声小品,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226346/index.m3u8
逗乐小品,http://121.51.14.14/tx.hls.huya.com/src/1449588790-1449588790-6225936445698211840-2847699106-10057-A-0-1_2000.m3u8
笑傲江湖,http://121.51.14.14/tx.hls.huya.com/src/1423787824-1423787824-6115122140523003904-2847699104-10057-A-0-1_2000.m3u8
笑傲帮,http://121.51.14.14/tx.hls.huya.com/src/1449380946-1449380946-6225043762515542016-2847687614-10057-A-0-1_2000.m3u8

东的主频道,#genre#
动物频道1,http://epg.112114.xyz/douyu/4360438#http://zzy789.xyz/douyu1.php?id=4360438
动物频道2,http://epg.112114.xyz/douyu/9951215#http://zzy789.xyz/douyu1.php?id=9951215
动物频道3,http://txtest-xp2p.p2p.huya.com/src/1199573184125-1199573184125-5485998410496475136-2399146491706-10057-A-0-1.xs
动物频道4,http://txtest-xp2p.p2p.huya.com/src/1199589619721-1199589619721-5556588757806743552-2399179362898-10057-A-0-1.xs
动物频道5,http://txtest-xp2p.p2p.huya.com/src/1056312363-1056312363-4536827053445480448-2112748182-10057-A-0-1.xs
求索动物,http://39.134.66.66/PLTV/88888888/224/3221225730/index.m3u8#http://125.210.152.18:9090/live/QW_1200.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226546/1.m3u8#http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8#http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8#http://39.135.55.105:6610/PLTV/88888888/224/3221227226/index.m3u8?servicetype=1#http://117.169.120.138:8080/live/fhzixun/index.m3u8#http://183.207.249.35/PLTV/3/224/3221226923/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8#https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
蜡笔小新,http://txtest-xp2p.p2p.huya.com/src/1423787878-1423787878-6115122372451237888-2847699212-10057-A-0-1.xs#http://epg.112114.xyz/bili/22683218#http://epg.112114.xyz/bili/10375360#http://epg.112114.xyz/bili/21570935
我是郭杰瑞,http://epg.112114.xyz/douyu/7357786#http://zzy789.xyz/douyu1.php?id=7357786
陈翔六点半,http://epg.112114.xyz/douyu/2132902#http://zzy789.xyz/douyu1.php?id=2132902#http://txtest-xp2p.p2p.huya.com/src/1352054947-1352054947-5807031779760013312-2704233350-10057-A-0-1-imgplus.xs
花小烙科普,http://epg.112114.xyz/douyu/9072066#http://zzy789.xyz/douyu1.php?id=9072066
时事科普,http://zzy789.xyz/douyu1.php?id=9739138#http://epg.112114.xyz/douyu/9739138
妙趣科普,http://txtest-xp2p.p2p.huya.com/src/1099531752717-1099531752717-86435963428929536-2199063628890-10057-A-0-1.xs
毒蛇科普,http://zzy789.xyz/douyu1.php?id=3978821#http://epg.112114.xyz/douyu/
​历史科普,http://zzy789.xyz/douyu1.php?id=9562071#http://epg.112114.xyz/douyu/
​老爸评测,http://zzy789.xyz/douyu1.php?id=9642554#http://epg.112114.xyz/douyu/9642554
​美食评测,http://zzy789.xyz/douyu1.php?id=8892593#http://epg.112114.xyz/douyu/8892593
​科学旅行号,http://zzy789.xyz/douyu1.php?id=9390720#http://epg.112114.xyz/douyu/9390720
科学小实验,http://zzy789.xyz/douyu1.php?id=9447190#http://epg.112114.xyz/douyu/9447190
魔法实验室,http://zzy789.xyz/douyu1.php?id=2172818#http://epg.112114.xyz/douyu/2172818
吃喝实验室,http://epg.112114.xyz/douyu/3156143#http://zzy789.xyz/douyu1.php?id=3156143
奇葩昆虫实验,http://zzy789.xyz/douyu1.php?id=8777624#http://epg.112114.xyz/douyu/8777624
飞碟说,http://zzy789.xyz/douyu1.php?id=1449125#http://epg.112114.xyz/douyu/1449125
小品1,http://zzy789.xyz/douyu1.php?id=9322175#http://epg.112114.xyz/douyu/9322175
小品2,http://zzy789.xyz/douyu1.php?id=1486165#http://epg.112114.xyz/douyu/1486165
小品3,http://zzy789.xyz/douyu1.php?id=9067836#http://epg.112114.xyz/douyu/9067836
小品4,http://zzy789.xyz/douyu1.php?id=9273031#http://epg.112114.xyz/douyu/9273031
小品5,http://zzy789.xyz/douyu1.php?id=9403781#http://epg.112114.xyz/douyu/9403781
即兴小品,http://zzy789.xyz/douyu1.php?id=10419558#http://epg.112114.xyz/douyu/10419558
开心麻花,http://zzy789.xyz/douyu1.php?id=10153463#http://epg.112114.xyz/douyu/10153463
贾玲小品,http://zzy789.xyz/douyu1.php?id=10419541#http://epg.112114.xyz/douyu/10419541
喜剧电影1,http://zzy789.xyz/douyu1.php?id=9650887#http://epg.112114.xyz/douyu/9650887
喜剧电影2,http://zzy789.xyz/douyu1.php?id=10395937#http://epg.112114.xyz/douyu/10395937

少儿频道,#genre#
樱桃小丸子,http://epg.112114.xyz/bili/6554860#http://epg.112114.xyz/bili/23242774#http://epg.112114.xyz/bili/11765640
哆啦A梦,http://epg.112114.xyz/bili/482946#http://epg.112114.xyz/bili/12811814#http://epg.112114.xyz/bili/1717236
夺宝幸运星,http://epg.112114.xyz/bili/9480208
阿巳与小铃铛,http://zzy789.xyz/douyu1.php?id=9702820
黑莓电竞,http://39.134.66.66/PLTV/88888888/224/3221225559/index.m3u8#
哈哈炫动,http://39.135.138.59:18890/PLTV/88888910/224/3221225720/index.m3u8#
哈哈炫动,http://223.110.245.163/ott.js.chinamobile.com/PLTV/3/224/3221226388/index.m3u8#
金鹰卡通,http://183.207.249.5:80/PLTV/4/224/3221226303/index.m3u8?#
嘉佳卡通,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226193/index.m3u8#
优漫卡通,http://183.207.249.15:80/PLTV/4/224/3221225933/index.m3u8?#
动漫秀场,http://140.207.241.2:8080/live/program/live/dmxchd/4000000/mnf.m3u8#
哈哈炫动,http://iptv.tvfix.org/hls/hhxdhd.m3u8#
金鹰卡通,http://iptv.tvfix.org/hls/jykttv.m3u8#
卡酷少兒,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s10/index.m3u8#
卡酷少兒,http://ott.js.chinamobile.com/PLTV/4/224/3221226305/index.m3u8#
卡酷少兒,http://183.207.248.71/gitv/live1/G_KAKU/G_KAKU#
卡酷少兒,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226558/1.m3u8#
金鹰卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8#
南京少兒,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8#
浙江少兒,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787#
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8#
深圳少儿,http://ye23.win/iptv/sztv.php?id=7#
福建少儿,rtsp://183.252.166.199/PLTV/88888888/224/3221226120/10000100000000060000000002358082_0.smil#
动画乐园,http://211.94.219.178:18080/PLTV/68/224/3221226406/index.m3u8#
哆啦A梦,http://106.53.212.251/daili/bili.php?id=1717236#
哆啦A梦新版,http://106.53.212.251/daili/bili.php?id=12811814#
中华小当家,http://106.53.212.251/daili/bili.php?id=655291#
樱桃小丸子,http://106.53.212.251/daili/bili.php?id=11765640#
蜡笔小新,http://106.53.212.251/daili/bili.php?id=11579951#
猫和老鼠,http://106.53.212.251/daili/bili.php?id=22905626#
猫和老鼠,http://121.51.14.14/tx.hls.huya.com/src/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.m3u8#
小猪佩奇,http://baiducdncmn2.inter.iqiyi.com/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8#
开心汉堡店,http://106.53.212.251/daili/bili.php?id=2308015#
国语犬夜叉,http://106.53.212.251/daili/bili.php?id=23089518#
成龙历险记,http://121.12.115.12/tx.rtmp.huya.com/src/1423787836-1423787836-6115122192062611456-2847699128-10057-A-0-1.m3u8#
海绵宝宝,http://121.51.14.14/tx.hls.huya.com/src/1423782096-1423782096-6115097538950332416-2847687648-10057-A-0-1_2000.m3u8#
英文儿歌,http://118.26.120.23:55336/tslive/c55_lb_128_600_t10/c55_lb_128_600_t10.m3u8?key=0b292c335e5837e94dd521635e537be73#
童年经典,http://118.26.120.23:55336/tslive/c57_lb_211_600_t10/c57_lb_211_600_t10.m3u8?key=0f2a06793124310bce6ba95fc0ac761313
玩具乐园,http://118.26.120.37:55336/tslive/c54_lb_175_600_t10/c54_lb_175_600_t10.m3u8?key=051d9240247766709d65dde3fcd5cd7bb#
猫和老鼠,http://118.26.120.23:55336/tslive/c52_lb_83_600_t10/c52_lb_83_600_t10.m3u8?key=0b292c335e5837e94e2f0ba45f46717fa#
怀旧动画,http://118.26.120.36:55336/tslive/c53_lb_86_600_t10/c53_lb_86_600_t10.m3u8?key=0b292c335e5837e943a226d3c381f872a#
巧虎,http://118.26.120.37:55336/tslive/c55_lb_135_600_t10/c55_lb_135_600_t10.m3u8?key=0f2a06793124310bcefefdf4e48b17f9a#
小猪佩寄,http://118.26.120.23:55336/tslive/c53_lb_78_600_t10/c53_lb_78_600_t10.m3u8?key=0b292c335e5837e94a815c2c45ffe0057#
宝宝课堂,http://118.26.120.23:55336/tslive/c57_lb_225_600_t10/c57_lb_225_600_t10.m3u8?key=0b292c335e5837e94abaa8d3135e83ce3#
宝宝巴士,http://118.26.120.35:55336/tslive/c55_lb_153_720P_t10/c55_lb_153_720P_t10.m3u8?key=0b292c335e5837e947f9409c59228f3e6#
奥特曼,http://118.26.120.35:55336/tslive/c57_lb_210_600_t10/c57_lb_210_600_t10.m3u8?key=0b292c335e5837e94abe4b846218bbc95#
喜羊羊,http://118.26.120.23:55336/tslive/c55_lb_91_1080P_t10/c55_lb_91_1080P_t10.m3u8?key=0b292c335e5837e943e554ef181bdcec1#
名贞探柯南,http://118.26.120.23:55336/tslive/c54_lb_157_600_t10/c54_lb_157_600_t10.m3u8?key=0b292c335e5837e948e91dd5d11efa525#
动画电影,http://118.26.120.36:55336/tslive/c51_lb_118_600_t10/c51_lb_118_600_t10.m3u8?key=0b292c335e5837e94f25985f7c35b1efe#
动画小天地,http://118.26.120.34:55336/tslive/c55_lb_139_600_t10/c55_lb_139_600_t10.m3u8?key=0f2a06793124310bc475d77d809f3ab51#
兔小贝尔歌,http://118.26.120.22:55336/tslive/c54_lb_136_600_t10/c54_lb_136_600_t10.m3u8?key=0b292c335e5837e94ae056154862a578b#
儿童乐园,http://118.26.120.23:55336/tslive/c57_lb_215_600_t10/c57_lb_215_600_t10.m3u8?key=0b292c335e5837e943410c2bfa7a7387e#
儿歌大全,http://118.26.120.23:55336/tslive/c57_lb_242_600_t10/c57_lb_242_600_t10.m3u8?key=0f2a06793124310bc8499ebf63370c51a#
倒霉熊,http://118.26.120.37:55336/tslive/c54_lb_140_600_t10/c54_lb_140_600_t10.m3u8?key=0f2a06793124310bccc587b5da61b57da#
亲子小游戏,http://118.26.120.23:55336/tslive/c56_lb_178_600_t10/c56_lb_178_600_t10.m3u8?key=0b292c335e5837e94ffc1113a2140b54#
亲子启蒙,http://118.26.120.23:55336/tslive/c57_lb_213_600_t10/c57_lb_213_600_t10.m3u8?key=0f2a06793124310bc21adebc9f02a9735#
倒霉特熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8#
雲朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8#
反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8#
熊大熊二,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8#
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8#
狮子王國,https://newcntv.qcloudcdn.com/asp/hls/850/0303000a/3/default/c2e7e767f3144bed959ef20b8b961fe5/850.m3u8

咪咕频道,#genre#
MIGU古天乐影院,http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8#
MIGU成龙作品集,http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8#
MIGU郭富城影院,http://117.148.179.152/PLTV/88888888/224/3221231688/index.m3u8#
MIGU高分影院,http://117.148.179.182/PLTV/88888888/224/3221231699/index.m3u8#
MIGU周润发影院,http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8#
MIGU怀旧老片,http://117.148.179.146/PLTV/88888888/224/3221231513/index.m3u8#
MIGU周星驰影院,http://117.148.179.153/PLTV/88888888/224/3221231562/index.m3u8#
MIGU午夜失眠剧场,http://117.148.179.141/PLTV/88888888/224/3221231516/index.m3u8#
MIGU吴京作品集,http://117.148.179.183/PLTV/88888888/224/3221231564/index.m3u8#
MIGU云上电影院,http://117.148.179.176/PLTV/88888888/224/3221231565/index.m3u8#
MIGU每日科幻电影,http://117.148.179.160/PLTV/88888888/224/3221231568/index.m3u8#
MIGU葛优作品集,http://117.148.179.139/PLTV/88888888/224/3221231754/index.m3u8#
MIGU刘德华影院,http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8#
MIGU僵尸剧场,http://117.148.179.165/PLTV/88888888/224/3221231742/index.m3u8#
MIGU刘亦菲影视展播,http://117.148.179.165/PLTV/88888888/224/3221231787/index.m3u8#
MIGUTVB剧场,http://117.148.179.157/PLTV/88888888/224/3221231733/index.m3u8#
MIGU金庸频道,http://117.148.179.132/PLTV/88888888/224/3221231477/index.m3u8#
MIGU新片放映厅,http://117.148.179.160/PLTV/88888888/224/3221231640/index.m3u8#
MIGU盗墓方法论,http://117.148.179.164/PLTV/88888888/224/3221231652/index.m3u8#
MIGU试胆大会,http://117.148.179.166/PLTV/88888888/224/3221231672/index.m3u8#
MIGU高能烧脑时刻,http://117.148.179.169/PLTV/88888888/224/3221231504/index.m3u8#
MIGU杨幂作品集,http://117.148.179.183/PLTV/88888888/224/3221231556/index.m3u8#
MIGU4K剧场,http://117.148.179.161/PLTV/88888888/224/3221231624/index.m3u8#
MIGU爱情公寓,http://117.148.179.160/PLTV/88888888/224/3221231583/index.m3u8#
MIGU军旅剧场,http://117.148.179.145/PLTV/88888888/224/3221231585/index.m3u8#
MIGUSNH48剧场公演,http://117.148.179.139/PLTV/88888888/224/3221231622/index.m3u8#
MIGU红色谍战剧场,http://117.148.179.169/PLTV/88888888/224/3221231627/index.m3u8#
MIGU少林剧场,http://117.148.179.160/PLTV/88888888/224/3221231628/index.m3u8#
MIGU神探狄仁杰,http://117.148.179.139/PLTV/88888888/224/3221231634/index.m3u8#
MIGU黄金剧场,http://117.148.179.183/PLTV/88888888/224/3221231637/index.m3u8#
MIGU追剧少女,http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8#
MIGU古龙作品集,http://117.148.179.160/PLTV/88888888/224/3221231657/index.m3u8#
MIGU经典贺岁片,http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8#
MIGU每日荐影,http://117.148.179.162/PLTV/88888888/224/3221231727/index.m3u8#
MIGU武侠剧场,http://117.148.179.160/PLTV/88888888/224/3221231763/index.m3u8
星光影视,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8#
周润发影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639526984#
古龙作品集,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528313#
周星驰影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/623338112#
成龙作品集,http://112.74.200.9:88/tv000000/m3u8.php?/migu/707671890#
郭富城影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528330#
吴京作品集,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625681368#
刘德华影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/659315648#
金庸频道,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625774640#
新片放映厅,http://112.74.200.9:88/tv000000/m3u8.php?/migu/619495952#
高分影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198191#
欢笑剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/623674859#
盗墓,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625525181#
CCTV6电影,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878396#
CCTV8电视剧,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878356#
CIBN经典剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/692446012#
CIBN流金岁月,http://112.74.200.9:88/tv000000/m3u8.php?/migu/692399419#
经典影视速看,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198751#
试胆大会,http://112.74.200.9:88/tv000000/m3u8.php?/migu/637483721#
高能烧脑时刻,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625542365#
杨幂影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625542372#
刘亦菲影视展播,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528386#
TVB剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/631354620#
咪咕云上电影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625703337#
咪咕暑期剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198692#
黄金剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625155140#
军旅剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625643517#
少林剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625526423#
高清大片,http://112.74.200.9:88/tv000000/m3u8.php?/migu/629943678#
葛优作品集,http://112.74.200.9:88/tv000000/m3u8.php?/migu/659315456#
古天乐影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198610#
热剧联播,http://112.74.200.9:88/tv000000/m3u8.php?/migu/629943613#
喜剧联盟,http://112.74.200.9:88/tv000000/m3u8.php?/migu/637444830#
僵尸剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627033504#
深夜失眠剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625759558#
神探狄仁杰,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625574493#
红色谍战剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/634274665#
经典贺岁片,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625774662#
每日科幻电影,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625204865#
追剧少女,http://112.74.200.9:88/tv000000/m3u8.php?/migu/617432318#
怀旧老片,http://112.74.200.9:88/tv000000/m3u8.php?/migu/621640582#
武侠剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198822#
盗墓笔记,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625681367

广东频道,#genre#
潮州综合,http://dslive.grtn.cn/czzh/sd/live.m3u8
汕头综合,http://dslive.grtn.cn/stzh/sd/live.m3u8
广东体育,http://hongyanqiang.top/chudian.php?id=gdty#http://180.97.123.180/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel34/index.m3u8#https://aplay.gztv.com/sec/jingsai.m3u8
广东卫视,http://hongyanqiang.top/chudian.php?id=gdws 
广东珠江,http://hongyanqiang.top/chudian.php?id=gdzj#http://39.135.32.29:6610/000000001000/1000000004000011655/1.m3u8?#http://218.19.13.243:9901/tsfile/live/1001_1.m3u8#http://112.74.200.9:88/tv000000/m3u8.php?/iTouchTV/1185#http://qwas.eatuo.com:9901/tsfile/live/1002_1.m3u8#http://218.19.13.243:9901/tsfile/live/1003_1.m3u8 
广东公共,http://hongyanqiang.top/chudian.php?id=gdgg 
广东公共[960*540],http://112.74.200.9:88/tv000000/m3u8.php?/iTouchTV/1185
广东公共,http://112.74.200.9:88/tv000000/m3u8.php?/iTouchTV/1185
广东公共,http://hongyanqiang.top/chudian.php?id=gdgg
广东公共,http://112.74.200.9:88/tv000000/m3u8.php?/iTouchTV/1185 
广东新闻,http://hongyanqiang.top/chudian.php?id=gdxw#http://112.74.200.9:88/tv000000/m3u8.php?/iTouchTV/1186#http://qwas.eatuo.com:9901/tsfile/live/1003_1.m3u8#http://218.19.13.243:9901/tsfile/live/1002_1.m3u8#https://aplay.gztv.com/sec/xinwen.m3u8 
嘉佳卡通,http://hongyanqiang.top/chudian.php?id=jjkt 
广东国际,http://hongyanqiang.top/chudian.php?id=gdgj 
广东经济科教,http://hongyanqiang.top/chudian.php?id=gdjjkj 
广东房产,http://hongyanqiang.top/chudian.php?id=gdfc 
南方卫视,http://hongyanqiang.top/chudian.php?id=nfws 
广东综艺,http://hongyanqiang.top/chudian.php?id=gdzy#http://111.161.121.214/nclive.grtn.cn/4K/sd/live.m3u8#https://aplay.gztv.com/sec/zhonghe.m3u8 
广东影视,http://hongyanqiang.top/chudian.php?id=gdys#http://112.74.200.9:88/tv000000/m3u8.php?/iTouchTV/1199#http://218.19.13.243:9901/tsfile/live/1009_1.m3u8#http://qwas.eatuo.com:9901/tsfile/live/1023_1.m3u8#http://112.89.121.22/PLTV/88888973/224/3221225726/10000100000000060000000000334170_0.smil/01.m3u8?fmt=ts2hls,504,01.m3u8,0,2442,0,0&accountinfo=Wti4h1vlszvIgmJ2Rn+JT30YqhIlb959YafU65xwPQuFI6KpBBcFipVQNWSpm9U4cljBwkAKGt2Lq1W8IgjWjgzcX+uhk0/ut3dCvLMCowkfd9IoKdgcJmTBecuaKGXz:20181110091937,END&GuardEncType=2#https://aplay.gztv.com/sec/yingshi.m3u8 
广东少儿,http://hongyanqiang.top/chudian.php?id=gdse 
汕头综合,http://dslive.grtn.cn/stzh/sd/live.m3u8 
汕头综合,http://112.74.200.9:88/tv000000/m3u8.php?/iTouchTV/2398
汕头综合,http://dslive.grtn.cn/stzh/sd/live.m3u8
汕头综合,http://112.74.200.9:88/tv000000/m3u8.php?/iTouchTV/2398 
汕头新闻综合,http://dslive.grtn.cn/stzh/sd/live.m3u8?_upt=61db0df01642739502
潮州经济,http://hongyanqiang.top/chudian.php?id=czjj 
汕番禺综合,http://live.pybtv.cn/channel1/sd/live.m3u8?_upt=16fb00e01563813775
深圳都市频道,http://ye23.win/iptv/sztv.php?id=2
深圳电视剧频道,http://ye23.win/iptv/sztv.php?id=3
深圳公共频道,http://ye23.win/iptv/sztv.php?id=4
深圳财经生活,http://ye23.win/iptv/sztv.php?id=5
深圳娱乐频道,http://ye23.win/iptv/sztv.php?id=6
深圳少儿频道,http://ye23.win/iptv/sztv.php?id=7
深圳移动电视,http://ye23.win/iptv/sztv.php?id=8
韶关综合高清,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
韶关公共高清,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8
揭阳公共,https://hdl-stjy.sobeylive.com/stjy2020/ggpd.m3u8
揭阳综合,https://hdl-stjy.sobeylive.com/stjy2020/zhpd.m3u8
湛江1高清,http://zjstyhls.tianma3600.com/zjsty/zhpd.m3u8
湛江2高清,http://zjstyhls.tianma3600.com/zjsty/ggpd.m3u8
惠州-1,http://livehuiz.chinamcache.com/live/zb01.m3u8
惠州-2,http://livehuiz.chinamcache.com/live/zb02.m3u8
潮安综合,http://chaoan.chaoantv.com:8278/zongyi_728/playlist.m3u8
肇庆综合,https://liveout.nanyuecloud.com/wjg164/0w3j92.m3u8
蛇口,http://218.17.99.211:5080/hls/ttsw6ccn.m3u8#http://218.17.99.211:82/hls/d4encs75.m3u8?checkedby:hlscat.comhttp://218.17.99.211:82/hls/d4encs75.m3u8#http://218.17.99.211:5080/livestream/ttsw6ccn.flv#http://218.17.99.211:5080/livestream/ttsw6ccn.flv
广德新闻HD,http://pili-live-hls.guangde.ahxmgk.com/guangde-live/guangde20200324143845.m3u8
江门综合,http://dslive.grtn.cn/jmzh/sd/live.m3u8#rtmp://tideweblive.jmtv.cn/tslsChannelLive/4x3T0dO/live
江门公共,rtmp://tideweblive.jmtv.cn/tslsChannelLive/qzohscw/live
江门教育,rtmp://tideweblive.jmtv.cn/tslsChannelLive/S020qM6/live
梅州综合,http://pili-live-rtmp.tvliving.gdmztv.com/meizhou-tvliving/mztv1.m3u8
湛江综合,http://dslive.grtn.cn/zjzh/sd/live.m3u8
汕尾综合,http://dslive.grtn.cn/swzh/sd/live.m3u8
云浮综合,http://dslive.grtn.cn/yfzh/sd/live.m3u8
珠海综合,http://dslive.grtn.cn/zhzh/sd/live.m3u8
佛山综合,http://dslive.grtn.cn/fszh/sd/live.m3u8
南国都市,http://ye23.win/iptv/gztv.php?id=shenghuo#http://aplay.gztv.com/sec/shenghuos.m3u8
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8
岭南戏曲,http://szlive.grtn.cn/lnxq/sd/live.m3u8
汕头经济,http://szlive.grtn.cn/stjj/sd/live.m3u8
广东嘉佳卡通,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=130&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广州法治,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=46&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
增城综合,http://202.168.164.38:8083/videos/live/19/27/QEQXMtU5AUpwo/QEQXMtU5AUpwo.M3U8
茂名综合,http://dslive.grtn.cn/mmzh/sd/live.m3u8
电白综合,http://gddb.chinashadt.com:1935/live/video1.stream/playlist.m3u8
电白视窗,http://gddb.chinashadt.com:1935/live/video2.stream/playlist.m3u8
平远综合,https://p2.weizan.cn/1033266991/615876688276112015/live.m3u8
五华电视台,http://p2.weizan.cn/2100036413/734648609627739039/live.m3u8
五华信息,http://p2.weizan.cn/2100036413/503944748097837211/live.m3u8
